621	755	587	785	592	752
564	736	549	751	537	730
724	366	726	394	747 	385
238	339	230	368	217	355
275	306	281	283	297	293
151	644	141	664	127	635
66	572	60	608	55	542
848	286	871	288	850	267
914	404	933	417	925	383
936	470	949	499	945	451
949	448	958	421	935	425
819	774	815	803	793	779
808	816	832	807	816	794
675	890	709	887	691	866
173	799	183	825	154	789
396	923	409	942	377	932

